uid,session_cnt,hotel_num,click_num,session_time,item_time,item_price,purchase_pct
28AC7174-AB7E-45DE-BD65-FAC4EC2220B4,2,1.5,2,283.5,141.75,94,0
28B4EA60-865F-437F-A0A6-D4FD45A551BC,4,1,1,60,60,118,0
28B863B1-35C2-4C92-8B36-406571402CD0,1,3,4,184,44.833333333,1053,0
28BD2823-BB87-48C1-9BBF-B476426E01D0,19,4.8421052632,6.4736842105,2312.4210526,368.84703265,167.88272665,0.1052631579
28C152A4-6843-40B5-81B1-04F43BB2999C,27,3.7037037037,5.1481481481,2876.6666667,415.40774224,113.5815245,0.5925925926
28C3078E-77C2-4094-AFAF-AE85152552FB,3,2,3,117,51.833333333,4244.4166667,0.3333333333
28C382D6-29EE-4994-85D6-D8F987030B90,18,1.5,2.2777777778,736.88888889,198.10802469,136.38148148,0.0555555556
28C94175-CE89-4D70-92EE-987264E9460B,2,3.5,4,920,118.16666667,181.91666667,0
28E3B3E8-77D1-46A4-87C1-76F56E7E93EB,12,5.1666666667,10.5,3176.0833333,323.75410322,549.42322797,0.4166666667
28F181EE-E7EB-4F6F-87A9-B526ED4AC26A,7,1.2857142857,1.5714285714,114,70.571428571,75.5,0
28F33215-AD1D-4ECF-A622-65FEDEE3EF70,30,2.0666666667,4,2293.6666667,444.15662037,831.97150794,0.3
28F511B1-20B8-4A1A-AE24-34516F586A3F,4,4.25,5.75,2284,546.77708333,368.48125,0.25
28FC5DEF-C902-4C9D-8F8F-6C194E40A036,1,1,10,3945,394.5,210,0
28FEAA53-2DDA-464E-8D4F-F75286FEC38A,15,7.6,13.2,3807.4666667,356.29792661,163.75747475,0.2666666667
29010A73-CD94-47DC-9B67-749AC2D65FE6,11,2.2727272727,2.7272727273,1973.7272727,519.28409091,199.63818182,0.4545454545
2902E434-E08C-4566-9B43-112096F657ED,2,1.5,1.5,169.5,99.75,114.25,0
29145C0B-5D40-4A16-8C5F-0647116D6F2E,7,8,14,4838.7142857,266.86121545,237.27687146,0.7142857143
291FFF18-95CE-40BF-B337-2FBBF2821E62,10,5.1,7.3,1905.9,175.28414141,184.25439394,0.3
292A2412-5820-4DE7-8842-E4109B46B7AB,25,2.4,2.88,781.76,249.74055556,121.44166667,0
292DFF01-CAAC-4102-BF42-2FCB788C691F,4,11.5,14.5,1836.75,106.80729167,3373.3203125,0
293A9E40-B540-49C0-B51D-3E43074AB4DA,13,3.3076923077,7.2307692308,2423.6923077,498.54169719,230.93997003,0.6153846154
293ECDDC-13E3-4B12-8615-E217E449C6B5,2,4,7,906.5,118.10714286,204.42857143,0
29468335-39F4-4275-9B1D-FBC6409F7461,33,6.2424242424,9.7575757576,4023.0909091,464.55092317,179.04277911,0.2424242424
294928B5-75E8-41C9-9C79-18EE3B32B068,3,9.3333333333,13,3972.3333333,280.41296296,497.71666667,0
29515E5C-E4D5-4184-932C-ED3B17D268E2,13,2.6153846154,3,595,143.19300699,183.2,0
295E9857-2100-4CD0-942C-1693C8944C7D,11,18,22.727272727,3301.4545455,315.84500506,344.58531654,0
2974DC6B-23DA-4E61-B0BB-4A4E00084904,1,2,2,71,35.5,67,1
29791FCB-8ED7-4D7F-A67F-08F8E4711BF0,2,1,2,166.5,75.5,294,0
29799386-62AA-4F3D-B4B7-F3D4E9F352D7,24,3.125,4.4583333333,2466.9583333,424.84164377,1271.7395362,0
29847C78-891A-4EED-9EDB-A0CCC157B2B4,9,5.7777777778,10.111111111,3988.2222222,680.92314254,168.08048485,0.2222222222
298FC9A2-9153-43A5-8A4B-7D2ABD650855,54,4.2222222222,4.5185185185,1768.537037,240.58685729,468.32769329,0.0740740741
29944F8D-CE4D-4A57-B04D-ADB4FF5A6882,1,1,1,60,60,243,0
299657B4-BFF1-4493-A953-CC1BACC07CA2,8,2.625,3.625,1662.875,557.12152778,287.5,0.5
299C0EBE-9617-4923-A1AA-616327C0D601,15,2.8666666667,4,1956,419.4737037,703.78222222,0
29A63146-FD77-4FB3-A567-1D727BCCAF8D,5,4.8,5.6,2851,380.27275132,687.57382011,0.2
29B4AC1B-4136-4187-BE86-213DF5B30DEC,25,3.2,5.2,2051.76,254.1735588,534.41898148,0
29BDF4A4-CDD1-468C-BBB2-FD20E11552C7,13,1.4615384615,2.0769230769,1380.4615385,544.83653846,476.5,0.1538461538
29BE1CC9-B02A-4614-BA47-547A78A793D4,45,4.3111111111,7.2444444444,2070.2666667,244.69602335,648.84722556,0.0666666667
29C983BB-D188-4BCD-9BB5-56072DFA0E39,1,3,3,114,38,6209.3333333,0
29CEB58F-7605-4828-AD76-7B082B24E268,3,5.3333333333,8.6666666667,3532.6666667,284.26262626,804.70454545,0
29E074FB-A3FC-46A9-A967-187E6BF1BB76,8,3.125,4.125,1630.125,366.0390625,384.50595238,0.375
29E9EE6D-025B-46B6-A60D-BD27306CA617,1,4,4,180,45,322.5,0
29EC30BD-F530-4969-9205-47DDF4603A3D,2,2,4.5,3358.5,1150.7222222,180.16666667,0
29EDC56E-0810-4F52-A66E-896AB3CC034B,1,6,6,4052,675.33333333,246.16666667,0
29F2D91B-9FB3-44D1-9392-87528E038F41,13,5.1538461538,7.5384615385,2707.1538462,316.99377289,170.37792208,0
29F64387-C27C-4BDC-9169-4DC4C62FFEE3,15,2,2.7333333333,684.4,193.47103175,170.59722222,0.4
29FCBC30-EF38-4669-80EC-F4B48F3176F8,15,7.4,11.266666667,2546.7333333,263.33817652,1007.5963148,0.0666666667
29FE9C45-7F22-4DDB-B5B2-2C98673BE301,6,7.3333333333,12.5,3790.3333333,180.13032407,205.70833333,0.3333333333
2A0C5595-81F2-46AC-B536-266ED8D5AF12,4,1.25,1.75,133.25,74.125,470.25,0
2A0C7928-182D-4BB6-8CD1-3D991637D7EC,2,9.5,12.5,3247.5,235.87179487,191.05769231,0.5
2A0F2355-CF8C-4938-8474-CFD0A791F1E7,17,3.2352941176,4.5294117647,2331.2352941,310.21203704,287.58974359,0.3529411765
2A171D82-3FC2-42F3-BF77-5047EED4EE27,5,2.6,3.6,1769.2,625.9,144.48,0
2A22B79D-30B5-4F13-A1C1-7D3028493441,7,3.2857142857,3.7142857143,810.42857143,292.13888889,338.39761905,0
2A2B250A-2C3D-4D4D-BB8B-87C29C8A1BAF,3,4.6666666667,6,1428.6666667,184.11111111,426.22222222,0
2A343CDD-0F19-4340-98AA-9CBFD1721DBD,4,3.25,4,2392,708.64166667,824.3,0
2A385CCE-2C21-4CF3-9FA7-616A6D2AB90A,15,3.9333333333,4.8,1743,365.56508715,207.65898693,0.2
2A64E72A-05CB-4C3E-BAF5-8B8B185C4AA5,14,3.2142857143,5,2058.8571429,388.47981602,356.790625,0
2A6E6DA4-E7C4-45D2-9BA5-34ED73234C04,3,1.3333333333,1.3333333333,88.666666667,64.333333333,5911,0
2A73CD14-5638-4E5C-88DE-B34955EDA72F,4,3.75,4.25,194.25,54.038690476,177.11111111,0
2A73D6C8-BA27-48C0-B4A6-88E5EA855ECE,3,3.6666666667,4.6666666667,537.66666667,121.88888889,845,0
2A971D63-A198-440F-B527-ABBD3EB6FC9A,4,8,10.5,3363,254.7119281,269.84705882,0
2A99E412-6D74-4A27-B52C-62E24E5BDC54,1,1,1,60,60,63,0
2AB9478C-1233-4A09-9361-B22AB7BD858E,17,3.3529411765,5.8235294118,2008.5294118,248.7537854,545.72398693,0.1764705882
2AC85B8D-612A-4DF8-B2C4-A6B37073DB95,2,2.5,3,544.5,253.83333333,154.08333333,0
2ACF4BE8-8B7B-489D-B8F3-27206E76F980,12,5,6.0833333333,2459.4166667,455.20628243,277.91641865,0.25
2ADBA03F-CCFF-4C3F-901E-7E3DA5256985,10,7.9,10.3,2986.1,256.97722633,230.31975309,0.2
2ADF9CA6-78F5-47EC-AA70-86A184AE2674,8,10.625,15.125,3464.25,131.38409379,1627.1988487,0.125
2AE2888B-6790-4505-8AFD-FF80BED9A8BF,13,1.8461538462,1.9230769231,1316.9230769,497.86923077,267.37692308,0
2AE53712-689B-47E3-806D-B820CC3175B2,19,6.1052631579,9.5789473684,3728.9473684,458.7772412,303.76570973,0.2631578947
2AE789E2-9C80-4FC8-A9D5-C6A4EF2E45ED,10,6.6,9.2,2948.9,356.0567094,159.2315812,0.1
2AEF087D-7A33-4A75-B1D3-889685FB4167,2,3.5,3.5,104,42.333333333,1055.0833333,0
2AF0E1D8-8F7B-455A-90D2-AA17600B44CD,1,2,3,74,33.5,192.5,0
2AF3F3E6-2864-4A59-9C82-E97367D06457,3,4.6666666667,5,351.33333333,69.694444444,129.97222222,0
2AF48347-77F9-4ADC-8A6F-3A2455B35336,24,5.1666666667,7.5833333333,2297.6666667,302.86360289,290.54626946,0.125
2AF54F60-083F-4470-B5DF-AE5F79933B12,2,4,6,1148,216.25,138.42857143,0.5
2B13E865-E31E-42F5-8EEE-A20B260D16E2,12,9.0833333333,11.666666667,3283.5833333,293.58195093,710.56109195,0
2B16F994-73A7-4EB3-AA4A-CA56C50A87E3,47,3.085106383,3.6595744681,580.55319149,142.87320758,439.64487614,0.2765957447
2B2D23A1-3CE0-4E88-B8E6-7624C63BE727,19,2.0526315789,2.8421052632,1434.1052632,299.6924812,169.50578231,0.1578947368
2B2F46A1-A2D8-4026-BD01-D7467C7A7EED,4,4,5,450.5,92.918154762,731.84821429,0
2B2F8EA2-3688-45A6-8AD4-5FE8C69B3DD0,13,4.2307692308,5.5384615385,966.76923077,100.87912088,704.64019424,0.1538461538
2B349EEC-2A17-4EDF-BBEB-FAB3301679CC,1,1,1,60,60,213,0
2B3EB730-63CE-4195-949A-826104F1A2AE,2,1,1.5,1860,945,223.5,0.5
2B4FB33B-9945-4E19-BB56-CC453E3F0F26,23,2.8260869565,4.0869565217,1155.6956522,197.48447205,184.09362319,0.6086956522
2B56DB93-86AB-4775-AC69-308F3F614F22,4,6.25,7.5,531.25,68.10625,168.00833333,0
2B5F4FC7-1C9A-4601-BEE4-9D179D977357,78,1.2692307692,1.4871794872,457.29487179,159.875,158.18910256,0.0128205128
2B6F22B1-12C9-469C-BD03-328881BEE33F,30,1.8,2.3333333333,496.16666667,196.79675926,212.75925926,0.2
2B6F367E-90DF-4C29-B8F1-FE1C3F3762CC,1,1,1,60,60,149,0
2B702F75-5E88-439F-AE54-12E16943B156,1,1,2,3660,1830,125,0
2B81EC83-EA11-4933-851C-614D5BF04988,20,7.2,8.75,2118.85,161.21034903,508.02942177,0.2
2B884FB1-5B52-4413-A359-5BA7CD3B0470,9,2.1111111111,3.1111111111,1680.4444444,255.66049383,178.6647619,0.2222222222
2B8DCB7A-1E1C-49FE-911E-E0700F6B9999,6,7.6666666667,9.5,3750,274.57824074,310.61064815,0.6666666667
2BA677B0-204E-4665-BA60-7ABEF163CF30,3,5.3333333333,6,1179.6666667,165.47619048,273.76190476,0
2BB48C9A-67AC-4127-A6E0-B09E7CBB3AF0,10,4.1,7.3,1014.8,84.41122807,136.50952381,0.3
2BB9FF5D-E895-44B8-A0F9-E197C6567C82,8,4.125,4.875,584,106.79791667,459.33928571,0
2BBFE1D3-47B5-4E39-813E-8B3002AC36FD,11,4.7272727273,6.5454545455,2941.2727273,219.6770202,115.33333333,0.0909090909
2BCA8A74-4F25-4DA1-94B5-2BAA03DFF982,16,4.25,7.875,3521.125,310.37738477,569.6047619,0.1875
2BD87224-B573-40E0-A14A-5A32129732C5,5,6.2,7,1836.6,340.33484848,267.24545455,0
2BD899FF-4836-408F-AFD0-2F79DB3BF3CC,29,7.4137931034,10.379310345,4343.3793103,389.83602294,1691.6315063,0
2BDA65E8-B719-49D3-B690-805B3AB0DBA0,18,3.3888888889,6.8888888889,989.33333333,192.64481737,101.31417432,0.2222222222
2BDF4E22-BA01-4242-82AB-C9FA533480A1,35,8.2571428571,10.171428571,1643.6285714,120.50076379,527.83888889,0.0571428571
2BE5B3C7-9829-40EC-9430-70DB68B1059D,56,3.0892857143,5.6071428571,2640.8035714,485.51283878,953.68621627,0
2BE6DD24-749F-49E2-B5E5-F32CE37D6E93,4,2.25,3.75,1269.5,470.16666667,649.54166667,0
2BECB725-3D78-44C4-8005-DCC789072648,12,3.5,4.8333333333,1810.75,226.88125,189.73631944,0.5
2BEF1B57-B617-4B96-B822-BE45F34E3AAD,21,5.1904761905,8,3094.3809524,287.88293276,905.45482105,0.0476190476
2BF1ED84-7B70-4086-8E6C-642E0FC57392,2,3,4,881,319.3,305.3,0.5
2C1DC571-CCEB-40DC-BDD3-870157CAF900,5,1.6,1.8,83.6,51.633333333,237.73333333,0
2C230EA8-C0D4-44E2-B0CC-F9913C8296CB,23,7.3043478261,12.391304348,3490.8695652,434.25770552,281.88382764,0.2608695652
2C265D06-5C55-45E2-9858-594C396C9403,7,2,2.7142857143,295,76.261904762,604.16666667,0
2C329E34-BB8F-418C-9768-CC5656DF01BD,6,8.1666666667,10,1102.5,94.84469697,116.34545455,0
2C36B7AB-D7C9-469F-9DA7-F60956D1DA49,16,10.25,12.375,4636.625,354.30256957,447.18378399,0
2C3FC4E4-E088-4DF9-9B3F-70CDCFA374CB,10,1.6,2.6,967.8,291.15833333,751.82933333,0.7
2C453230-5859-4428-BDC2-CF666C9971CE,4,7.5,10,804,90.946691176,286.36948529,0.25
2C50167F-7986-4F43-93BA-DDAECC72E28A,72,1.2083333333,2.1388888889,1477.7777778,514.68996914,169.21514161,0.2083333333
2C54E5C8-86A3-40B6-9607-0FEB450241DB,12,2.3333333333,4,1259.75,176.79652778,183.91666667,0.5
2C5D8CEB-895B-4BCB-8583-63AA689A22E4,8,5.375,8.125,3139.5,365.96111111,320.74958333,0.125
2C682331-9B7C-42DC-A4A2-7B99F3EF952C,6,4.6666666667,9.5,4066.6666667,192.45584416,224.84559885,0.3333333333
2C76B108-DB07-4F79-BDA3-F6C84FDD822C,8,2.75,3.25,762.25,245.70486111,182.47916667,0.125
2C7F25CD-7425-496B-B919-8549DB171295,13,3.9230769231,5.6153846154,2466.3076923,404.14102564,236.54166667,0
2C8F2512-8F49-44E9-9F2B-79845F2F6C85,11,6.5454545455,8.4545454545,1232.9090909,115.04464286,359.51440476,0
2C8F453B-5314-47FF-9FF6-1666A1FD344C,20,3.3,5.15,1794.75,291.75449074,776.92105263,0.1
2CA2BF80-152B-4CF5-8255-847F21BB5E16,14,3.6428571429,5.2142857143,3574.7857143,570.36437075,185.36458333,0
2CA3ACDC-D03B-4FC7-A8C8-16E0A95EB43E,82,5.1951219512,8.8536585366,3144.1707317,272.25961484,1067.2132339,0.0243902439
2CA87502-97C7-49FB-A869-287508CE1FC4,3,4.6666666667,5,1701,372.94444444,185.5,0
2CB21572-9C8F-44DF-ACA5-CDE08B093008,4,2,2,118.5,59.5,158.58333333,0
2CC54AEB-6605-4A54-8200-B29F402D2515,27,6.3333333333,9.3333333333,4063.4444444,304.84186638,396.30140351,0.0740740741
2CCB5C5F-2D24-4561-BF3D-4F5F2C648100,2,1.5,2,2025.5,634.625,617.25,0
2CCC936F-C8A9-4A6A-B1E0-16225A9FC747,15,2.9333333333,4.8,1559.2666667,292.47840608,339.57034632,0.0666666667
2CCE2AD1-719A-4762-A4DB-6979E2D35A10,7,2.5714285714,4.5714285714,2018.4285714,528.84285714,994.72,0.1428571429
2CD81B3F-C5E2-4AFA-A066-8303591C3FC9,15,10.4,13.2,3822.7333333,288.99629169,381.44712405,0.2666666667
2CE08C23-C5CA-43F9-A889-C56A9DF88F17,4,3.75,5.25,2117.5,431.36458333,464.94791667,0.25
2CE1B3FC-6D48-400F-A083-2CF57A2B6E14,15,4.4666666667,6.0666666667,1591.4,154.05743961,470.76480331,0.1333333333
2CE5E4BB-8AEF-4529-B5AC-7A72170A9CBE,6,2.1666666667,3.3333333333,953.5,379.29513889,243.79166667,0
2CEA2542-4EF4-4CBC-A95D-A4DB5487B3C3,15,7.5333333333,10.2,3445.2666667,339.18403596,164.09498547,0.5333333333
2CEA86BA-3355-4970-BEE1-9014B3BD5F03,8,2.375,2.875,224.875,74.885416667,117.5952381,0.375
2CEC31F9-4840-4C18-ACD3-435ED123E895,18,2.2222222222,3,1365.8333333,253.2255291,1188.297619,0
2CEE12CA-9A48-4865-972D-437391147313,5,12.6,16,3890.8,281.50861372,123.8924812,0.2
2CF16A02-BE6A-4FED-B613-707BD597B13A,63,2.3174603175,3.253968254,1283.3650794,289.7887486,451.16321138,0.253968254
2CFEF3EA-0A5A-4784-8FF4-05CC74E9DCE7,1,6,6,314,52.333333333,180.83333333,0
2D041D73-5FC0-408E-A21C-EB457538A467,9,1.5555555556,2.1111111111,803.22222222,120.78055556,403.2,0.2222222222
2D0730AA-E2E6-41F7-A3A5-623E2EFFAB67,2,5,5.5,223.5,40.85,143.2,0
2D0B51E2-977A-434F-B8BF-330EDB30CBC6,2,12.5,31.5,3931,139.31141304,635.51086957,0
2D10079B-6A1E-465D-9C45-595D99D1E543,6,3,3.8333333333,1515.6666667,669.6540404,287,0
2D100C54-E6E8-4981-8A0D-38103BF60962,3,1.6666666667,2,85.666666667,44.666666667,318,0
2D17FDE5-AC1F-4EDD-A7BC-5D891AD23ACC,9,4.3333333333,5.7777777778,1762.4444444,155.04272487,555.79241071,0.2222222222
2D20269F-F2DA-46EA-AB2A-9600F58B54E8,5,11,16.8,4148.6,314.07452991,568.18435897,0.2
2D292E8F-1DED-4C46-9FA4-D63EC4A26B91,1,14,17,562,34.773809524,331.71428571,0
2D34B139-335F-47B6-83AC-E4EEA491A834,2,5,7,1408.5,165.63541667,1933.375,0
2D38308D-F74C-41F1-B361-96152D97A3E4,6,1.1666666667,1.1666666667,63.333333333,56.666666667,257.5,0
2D3AB62A-7BDE-4ADA-8EEA-128F0546F692,6,8.5,10.166666667,4163,442.60984848,185.13333333,0
2D42D1EC-B89B-4FCF-8629-B94C29558B07,27,3.3333333333,6.2592592593,3800.3333333,437.02558789,995.87808642,0.037037037
2D448793-E1E9-4F02-8C0C-3F1517245416,1,2,4,124,24,383,0
2D49AC86-0621-45E6-98DF-54655E4E8DEB,69,5.6231884058,6.3913043478,1397.884058,168.43859046,684.80078618,0
2D51C158-6A9D-4ED6-84C1-FB2ADFC12F02,3,5,7,1148.3333333,200.24074074,169.76851852,0
2D656123-173E-40E9-BD0C-E1BCF0E4526B,7,2.7142857143,3.7142857143,2401.1428571,228.88756614,2002.9920635,0
2D685620-63B4-4944-9BCC-30E00E2BA9B1,9,2.5555555556,5.1111111111,2647,286.82534873,195.43673469,0.3333333333
2D782649-815C-4C72-B661-4DAF415A0F3A,6,2.8333333333,3.5,1480.8333333,384.49768519,202.77777778,0.3333333333
2D80DCC6-CC70-4455-9ABA-D76B47CEB41C,2,9.5,9.5,267,28.138888889,163.48888889,0
2D9EDA21-C51D-4464-BA7D-CF341E2247B7,15,13,23.133333333,3125.9333333,103.92174783,194.13920635,0.2666666667
2DA05BA3-61D1-4122-AD54-0FAA2506BD3D,2,2,2,191,83.666666667,127.5,0
2DAA8152-7F40-4559-899E-01A31326E1B8,6,2.5,3.5,1567.1666667,358.31349206,130.625,0.5
2DBED4C1-E9BE-42B8-B26F-6F0EA4A44026,1,2,2,71,35.5,85,0
2DC40CF7-5118-431D-AA1A-CA60A85A87BE,3,2.6666666667,4.3333333333,277.66666667,62.791666667,121.08333333,0.3333333333
2DCED3E9-51AF-4BB4-AB3E-F81A8C7DCEEF,2,2,2.5,758.5,165.33333333,206.5,0.5
2DD00B3C-9D08-4A12-BF9D-6FA1D3D37D47,29,3.0689655172,4.0344827586,1816.5517241,358.43772749,72.777777778,0.2068965517
2DD0735E-543B-43C9-B33B-D8E9AF8738CB,5,1.8,2.8,1198.6,191.13333333,86.75,0.4
2DD1992A-90AD-4007-8F60-05E57FDEC6A4,5,3,3.6,300.8,89.46,1174.7333333,0
2DD450DA-4973-4B1F-BAAD-04CF1C49CCA1,4,3.5,4.5,312.25,68.819444444,171.5,0
2DDEFE19-99EB-4CBB-83A7-0CC8C140B64B,11,1.5454545455,2,519.45454545,194.49242424,183.04166667,0
2DDF3FB5-4AE7-4128-8074-C93823F10A86,49,7.1224489796,10.530612245,3282.755102,369.49216294,427.59688146,0.3265306122
2DE1B584-0041-4D07-AE01-F73D2C200DCF,17,3.1764705882,4.4117647059,1202.5882353,401.96199813,184.05651852,0.1764705882
2DEE793A-D24C-4122-9403-942730200E0F,2,1,1.5,1860,945,151,0
2DF20019-8D0E-444D-8E6A-36057DE39429,14,5.2857142857,8.2857142857,3240.6428571,202.3582771,521.27454163,0.2142857143
2DF397FE-3BB5-4C09-8B9D-95129E1D1612,3,2,3,358,88.875,293.33333333,0
2E0764D0-79AA-4CCE-9C31-57B447C811BE,34,6.3529411765,8.7941176471,3022.8823529,290.95075942,105.15739389,0.2647058824
2E198185-EB53-46AD-BFFB-FC0644796EDC,5,1.8,2.4,379.8,139.1,2371.0666667,0
2E20E38D-F8C7-46C6-BFC6-938B08CE20F2,7,1.5714285714,2.5714285714,2546.7142857,685.75238095,174.54761905,0.8571428571
2E2D8E5C-2C43-4D7A-8956-34EEFC0D05E2,10,6.6,10.9,4502.9,333.28089744,468.95298077,0.3
2E2F58B1-86D3-4AD2-B804-93DCBAB1FF60,7,1.5714285714,2.1428571429,1394.8571429,315.35714286,359.375,0
2E3ECB74-21EF-4290-8AF8-A33E988F867B,1,1,1,60,60,50,0
2E401D93-E331-47EE-9215-7AAD5097DD8B,22,3.5909090909,5.6818181818,3102.1363636,427.7376607,169.39140383,0.3181818182
2E45E872-FB5C-4CAC-AADB-395D4BCC5BEF,11,2,3.5454545455,1331,108.42162698,892.0842803,0.1818181818
2E47F0F2-26FA-4AC4-BAAD-9E7A6F9D0F0E,5,1.8,2.4,844,146.175,550.1,0
2E4A014B-ED40-4645-89B5-29AD400E9F7B,3,1.6666666667,2.6666666667,2212.6666667,309.95833333,729.5,0
2E4A3664-089D-4836-BC51-30CB2D20C44F,5,6.2,7,1279.4,155.59428571,136.19,0
2E4B9308-6F7A-4E0C-94F4-C3038607D45E,24,9.1666666667,15.333333333,3531.25,215.59528193,849.08282202,0.125
2E4DFF90-3D81-4882-9ABE-DAC5663B9B43,4,1.75,1.75,242.75,94.4375,325,0
2E50E333-8BDE-4B13-BFA9-EB8886E94600,23,1.5652173913,2.3043478261,1451.2608696,449.01352657,568.78181818,0.6086956522
2E56D049-E833-45A3-A98F-F0EF13FBAC03,5,2.6,3.2,853,350.3,210.66666667,0.6
2E5820C9-B5CD-4D8B-9E28-8FC6D114BC80,58,3.3793103448,5.0172413793,2211.1551724,388.40467704,188.58284462,0.4310344828
2E597EEC-2CB1-4A68-8267-D40B32C522B1,11,4.7272727273,6.9090909091,4524.4545455,651.40542929,544.70025253,0.4545454545
2E5CD409-3E1A-4801-A057-6F65C017F2EE,14,2.6428571429,3.9285714286,1465.7142857,163.47425595,294.3537415,0.1428571429
2E63AC07-5561-4D1E-83EA-1043CBCF18C3,1,1,1,60,60,140,0
2E67D5BD-1A99-4282-A6BA-69A9AD14B390,43,2.2325581395,3.8139534884,2682.9302326,445.54742017,1829.6591392,0.511627907
2E68C9A8-5E09-4364-8D9F-8A0F02D86F27,1,2,3,473,133.25,218.5,0
2E6FE304-98C1-4D3C-8C29-DC3F9A732166,4,4,5,1836.5,355.26190476,570.52678571,0
2E70A293-89D2-4DF6-A124-3A981F08BDE1,5,5.4,8.6,3298.4,304.38166667,216.09,0
2E8047A0-8AE5-444C-B497-4EF85AE5F4D2,7,1.8571428571,2.7142857143,1706.1428571,738.00396825,228.16666667,0.4285714286
2E820F72-475B-4466-AD1D-1AFB44DC37F4,2,6,9.5,691,86.295454545,76.409090909,0.5
2E82C62E-5AB6-484D-836F-504CCCE5F487,1,4,7,4593,513.54166667,240.25,0
2E83FADD-8876-4CCF-B5F2-20CF097DB22C,37,2.972972973,3.8108108108,1948.2702703,351.11779637,539.54700855,0.0810810811
2E8F0631-16C6-4B53-B8A7-268471B68760,16,4.75,6.3125,1185.8125,154.30608879,320.344375,0.0625
2E91135E-3340-48D9-AC51-FF7EE80CE4FD,14,1.5,1.7142857143,583.92857143,183.3452381,944.01190476,0.0714285714
2E9F7DA2-51B5-4D3B-8B22-8FDB6AFBB357,14,10.428571429,13.785714286,4551.6428571,323.54585273,558.75501161,0.1428571429
2EA114F9-6DAF-4B2F-9B3A-14D45688A06B,30,4.6,6.6,2672.9666667,263.46195929,151.84285714,0.2666666667
2EA44032-E0D5-4AFF-B816-96DE2D50D6DC,2,2.5,3,153.5,57.9375,163.5,0
2EAB00C8-482E-434D-9DC9-C9598B6251C2,3,11.666666667,14.333333333,2282,127.04960317,479.50793651,0
2EB3A79B-4DF8-410D-9249-8BA2881C5C6F,4,1.25,1.5,963,288,185,0
2EB3F95C-B697-4F43-980C-D7DDC195640F,41,4.0243902439,5.1707317073,1146.7804878,220.61691373,644.05825944,0.1219512195
2EC3DF06-E5F9-466E-9F68-8B93744080E8,2,5,7,515,68.1875,662.33333333,0
2EC4BD9C-E7B8-458E-8ECC-F1DD786538FD,2,1,1,60,60,158,0
2EC77B3C-2A9F-4096-AE28-21727EE44D49,2,3.5,7,2275.5,724.98333333,105.75,0
2ECE6AD0-5B20-406A-BBB3-140017059A4A,2,3.5,4.5,299,71.766666667,257.75,0
2ED1BFA5-2F55-4B5C-A5E9-D7BD361E0A11,2,1.5,1.5,69.5,49.75,143,0
2ED2F064-161D-4B33-A179-866C7B1CA20E,7,5.2857142857,7.7142857143,3384,298.30853175,42.547619048,0.7142857143
2ED616AA-88CC-4C8A-B172-E8DAE657F8AA,6,4.3333333333,5.3333333333,1773.8333333,269.35952381,223.90214286,0
2EF977A0-2CA9-4A50-9A7C-870BDDB7A39F,12,11,14.833333333,3613.0833333,306.51048437,350.0289933,0.0833333333
2F13EBA0-538F-42A8-B5FE-A58922B6F457,20,2.55,4.5,2188.2,373.37316468,188.70535714,0.35
2F1CA6C7-8478-4449-A60D-A9EC85116F98,12,2.25,3.9166666667,1824.5,362.82465278,216.625,0.4166666667
2F221524-A61F-4885-8FA0-5D851146AF71,5,3,4.4,1679.2,282.78541667,1047.025,0
2F2A98AB-3365-4464-97AE-78622255650B,2,2,2,96.5,52.166666667,101,0
2F2A9F5F-976D-4CCF-80E6-D926E48EC459,22,4.2272727273,5.2272727273,1244.7272727,207.27328537,2210.3742608,0.0909090909
2F2CFDB5-A5DA-421A-9A2F-150E64D3075E,7,7.4285714286,13.714285714,3396,112.99268707,308.01289116,0.2857142857
2F305D6B-DA62-496F-865E-3DDFF0A24063,5,12.2,16.2,3343,153.56608466,109.88640873,0
2F34B0A2-2721-4D97-89BD-CE13F3D9E72F,11,3.3636363636,4.7272727273,1455.4545455,285.49532828,187.54166667,0.0909090909
2F3AF0F7-F58D-4874-974B-072DD1D88BFA,4,2.75,3.5,383.5,109.21875,991.66666667,0
2F42EF11-E02D-4C21-90A8-C3429773FA15,9,3,3.7777777778,935,189.30723906,1835.7643098,0
2F4DD72E-0DC5-400F-96AE-9575F148AD4E,7,4.8571428571,6.1428571429,3139.1428571,566.87780112,190.31666667,0
2F4FA215-E40D-4044-B7AE-3D6429C73B51,32,7.71875,12.09375,3206.8125,259.75625171,579.24789368,0.0625
2F6B8A05-D0F7-49F2-ADA9-34EF9C2265A1,3,9,11,1791,95.756038647,321.66666667,0
2F7888B2-FC63-45D1-A014-08633E8ED42C,2,1,1,60,60,1262,0
2F83652E-3DD7-49F2-8C07-E0C60B196404,17,9.1764705882,15.764705882,4938.2352941,141.98874178,299.05845262,0.1764705882
2F8D9A11-F1AC-40AD-81F3-6D7C50568F98,5,1.8,2,970.2,299.825,460.5,0
2F91A3E8-E748-4338-BCC5-922A277BD33C,21,4.6666666667,5.7142857143,974.66666667,151.16513605,282.0657124,0.0476190476
2F924F32-BEC3-428F-84AC-87A32C073B0E,12,5.1666666667,6.6666666667,1640.8333333,126.20214947,594.78416667,0
